,Brand,Type,Scent,Visuals,Colors,Gender*Sex,URL,Other Info,Group
357,Trojan Ultra Thin,Condom,,Trojan warrior,"Purple, steel grey, white",Male,https://www.google.com/imgres?q=trojan%20ultra%20thin&imgurl=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71Phi6FfdlL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.com%2FTrojan-Condom-Sensitivity-Ultra-Lubricated%2Fdp%2FB0040VPJVK&docid=V1uCBrYozzKtRM&tbnid=PPlLPLxUlIJeEM&vet=12ahUKEwiBqqvimZOHAxUdDjQIHZZ1D1QQM3oECB0QAA..i&w=2000&h=2000&hcb=2&ved=2ahUKEwiBqqvimZOHAxUdDjQIHZZ1D1QQM3oECB0QAA,,contraception & safe sex
358,Trojan Ultra Ribbed,Condom,,Trojan warrior,"Yellow, orange, white",Male,https://www.google.com/imgres?q=trojan%20ultra%20ribbed&imgurl=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81KECcfeelL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.com%2FTrojan-Stimulations-Ribbed-Lubricated-Condoms%2Fdp%2FB0073RAL3O&docid=9MHzU8znIjDoRM&tbnid=Y-1EKApavPGQbM&vet=12ahUKEwiWs4aFmpOHAxUOHjQIHWjBBEUQM3oECBwQAA..i&w=2000&h=2000&hcb=2&ved=2ahUKEwiWs4aFmpOHAxUOHjQIHWjBBEUQM3oECBwQAA,,contraception & safe sex
359,Trustex,Condom,,Floral color wheel ,Silver,,https://worldcondoms.com/products/trustex-assorted-colors-non-lubricated-condoms?variant=34418098962581,"Non-lubricated, different colored condoms",contraception & safe sex
360,Skyn,Contraception,,,"white, black, gold",Male,https://www.walmart.com/ip/SKYN-Original-Lubricated-Non-Latex-Condoms-12-Count/16940436,This is a non-latex condom,contraception & safe sex
361,Lifestyles,Contraception,,,"Blue, green, grey",Male,https://www.cvs.com/shop/lifestyles-ultra-sensitive-natural-rubber-latex-condoms-prodid-317707?skuId=317707&cgaa=QWxsb3dHb29nbGVUb0FjY2Vzc0NWU1BhZ2Vz,,contraception & safe sex
362,Nad's,Down Under Cream,,,"black, blue, white",Male,https://target.scene7.com/is/image/Target/GUEST_ebe4cb2f-f8fe-4288-8c6c-2177a139d45e?wid=1200&hei=1200&qlt=80&fmt=webp,none,hair removal
363,Olaplex,Dry shampoo,,,"White, blue",,https://olaplex.com/cdn/shop/products/4DPDPAssets_2000x2000_0316_1440x.jpg?v=1706286817,"Volumizes, refreshes, detoxifies ",hair care
364,Brightup,electric razor,, razor surrounded by swirling beams of light,"black, blue, white",Male,https://a.co/d/cQRwX0n,,hair removal
365,Yuriso,electric razor,,Razor,"Black, Silver",Male,https://a.co/d/dVIfgXh,,hair removal
366,Yoose,electric razor,,,"black, silver",Male,https://a.co/d/hKNFzRb,,hair removal
367,Remington,electric razor,,,"Red, black, white",Male,https://a.co/d/8KewFnR,,hair removal
368,Remington,electric razor,,,"Red, black, white",Male,https://a.co/d/8KewFnR,,hair removal
369,Remington,electric razor,,,"Red, black, white",Male,https://a.co/d/8KewFnR,,hair removal
370,Kurener,electric razor,,Razor floating in water,"black, silver, blue",Male,https://a.co/d/8KewFnR,,hair removal
371,Kurener,electric razor,,Razor floating in water,"black, silver, blue",Male,https://a.co/d/8KewFnR,,hair removal
372,Kurener,electric razor,,Razor floating in water,"black, silver, blue",Male,https://a.co/d/8KewFnR,,hair removal
373,Lobinh,electric razor,,Razor,"Black, Gray",Male,https://a.co/d/fOaTsdX,,hair removal
374,SHPAVVER,electric razor,,Male silhouette,"red, black",Male,https://a.co/d/3Wn89Tb,,hair removal
375,Philips Norelco Multi Groomer ,electric razor,,,"black, blue",Male,https://a.co/d/ecjTDd3,,hair removal
376,Fishcovers,electric razor,,Razor,"black, gold",Male,https://a.co/d/72Dgm7k,,hair removal
377,SHPAVVER,electric razor,,Razor,"Black, White",Male,https://a.co/d/1LIS8vZ,,hair removal
378,Remington Virtually Indestructible Rotary Shaver 5100,electric razor,,Shaver,"black,yellow",Male,https://a.co/d/8S74uwS,,hair removal
379,Krovena,electric razor,,Razor,"white, lavender",Female,https://a.co/d/e1iX4q6,,hair removal
380,RenFox,electric razor,,Razor,"pink, white",Female,https://a.co/d/huW1cGN,,hair removal
381,Philips Beauty Lady Electric Shaver,electric razor,,,"red, white",Female,https://a.co/d/082z9M8,,hair removal
382,Philips Beauty SatinShave Essential,electric razor,,Woman,"Pink, White",Female,https://a.co/d/25gEJhO,,hair removal
383,Norelco,electric razor,,Razor,"Blue,Black,Red",,https://a.co/d/dwlMiqr,,hair removal
384,Living Proof,Full Thickening Mousse,,,"Silver, black, white",,https://www.livingproof.com/dw/image/v2/BCMH_PRD/on/demandware.static/-/Sites-livingproof-catalog/default/dwe603cde1/images/hi-res/pdp/refresh/PDP_Full_Mousse_FS_Front.jpg?sw=800&sh=800&sm=fit,"Ideal thickness, volume",hair care
385,Avenue Man,Hair Spray,,man with sunglasses,"Silver, black",Male,https://images.app.goo.gl/B1CRb5EpiZnR3zSSA,,hair care
386,Herbal Essences,Hair Spray,,"Flowers, leaf patterns","Orange, white, green",Female,https://www.amazon.com/Seas-Herbal-Body-Envy-Vol/dp/B0019ROHDO?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ANTT7MQOLAZIJ,Body Envy Volumizing Hair Spray,hair care
387,Big Sexy Hair,Hair Spray,,,Red,Female,https://www.ulta.com/p/travel-size-big-sexy-hair-spray-play-harder-firm-volumizing-hairspray-pimprod2014442?sku=2560459&cmpid=PS_Non!google!Product_Listing_Ads&utm_source=google&utm_medium=paidsearch&CAWELAID=330000200002089244&srsltid=AfmBOoqv8JraENmLwixFuKDMDylR52z5dKKiIFUK8NTm7idXxDXx0QfRXkY,"Spray, Play Harder",hair care
388,Suavecito,Hairspray,,Skeleton,"Yellow, gray, black",Male,https://suavecito.com/products/grooming-spray-non-aerosol-hairspray?variant=369846011&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopTEqeLKLnauDxHwMvvRDJmu0nOvmH2q2pqaDvCcwR9r4ALSlv61Ps,,hair care
389,Amika,Hairspray,,"flowers, a skull, a sun, raindrops","Pink, orange, yellow",Female,https://loveamika.com/products/fluxus-touchable-hairspray?variant=1621619539986&srsltid=AfmBOoqkIZSXVCEt-EDGFnpdX6dMf5C92D418kj51A87V0NGUygn6l0EbLA,Fluxus Touchable Hairspray,hair care
390,göt2b,Hairspray,,,"Black, yellow, silver",,https://images.app.goo.gl/36BMkCb4Ze8izH4G9,Glued Blasting Freeze Spray,hair care
391,Paul Mitchell,Hairspray,,,"Gray, red",,https://www.ulta.com/p/flexible-style-worked-up-hairspray-pimprod2000434?sku=2533363&cmpid=PS_Non!google!Product_Listing_Ads&utm_source=google&utm_medium=paidsearch&CAWELAID=330000200001525264&srsltid=AfmBOop5eApAqEJxdGBztI1Hfs03nEwYOJLsDmITW2Ri7d9B-RcC-RSHfbw,Style Worked Up,hair care
392,Bed Head,Hairspray,,,"Green, blue ",,https://images.app.goo.gl/wdhoM3A6xYickUYr5,Lightheaded Hairspray,hair care
393,Mizani,Hairspray,,Square patterns,"Gold, brown",,https://images.app.goo.gl/my4g5z9oMqiaNvE29,Humidity Resistant Spray,hair care
394,Aqua Net,Hairspray ,,Woman with flowing hair,"Pink, white, purple",Female,https://www.amazon.com/Aqua-Net-Professional-Spray-Extra/dp/B004AI5486?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3QF6TCNJHVX4P,All Weather Professional Hairspray,hair care
395,Bondi,Hairspray ,,,"Pink, whife",Female,https://www.ulta.com/p/flex-shine-hairspray-pimprod2038918?sku=2609502&cmpid=PS_Non!google!Product_Listing_Ads&utm_source=google&utm_medium=paidsearch&CAWELAID=330000200003021834&srsltid=AfmBOopmzmqST_Yw7eC5eu5QorcAzLB_TG52dLTpV2zREVB5u_B3p81ic8A,Boost Flex + Shine Spray,hair care
396,L’Oréal Paris,Hairspray ,,A woman with flowing hair,White,Female,https://www.google.com/aclk?sa=l&ai=DChcSEwjCgeOh0rKHAxUBIK0GHUrxBZ0YABAUGgJwdg&co=1&gclid=CjwKCAjwnei0BhB-EiwAA2xuBqV4ut6Dutr6hedeNd5qfkXCGDUxp9ACux91Txbd_-Ze4bO6B73pKRoC0G8QAvD_BwE&sig=AOD64_2r17SwgaN5vQqOBZ9k53MCpxQtlw&ctype=70&q=&ved=2ahUKEwiPxN6h0rKHAxXEJUQIHeNlDSUQwg8oAHoECAUQRA&nis=8&adurl=,Elnett Satin Extra Strong Hold,hair care
397,Redken,Hairspray ,,,"Silver, black",,https://shop.imagesolutionssalon.com/products/fashion-work-12-versatile-working-spray?variant=31406836777029&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqJ8aF0W4zX2uc0rPZxLdef1cnLDtrR-FZID7XghiIXxRjxNvokQhE,Brushable Hairspray Medium Control,hair care
398,Pasante,Internal Conom,,Sparkles,"Yellow, blue, white",Female,https://worldcondoms.com/collections/female-condoms/products/pasante-female-condoms-30box?variant=1868741935113,none,contraception & safe sex
399,Frolic Water-Based Toy Lubricant,Lubricant,,butterfly,"Pink, White, Hot Pink",Female,https://www.amazon.com/Pink-Frolic-Water-Based-Women/dp/B094Q62DXY,"Infused with Grapefruit Seed to provide anti-bacterial, anti-fungal, anti-viral protection.",contraception & safe sex
400,JO H2O Water-Based Lubricant,Lubricant,,,"blue, Black",,https://www.amazon.com/JO-Original-Water-Based-Personal-Lubricant/dp/B002R5BE10,Vegan,contraception & safe sex
401,Wet Platinum Premium Lubricant,Lubricant,,,"Silver, Red, Black",,https://www.wetlubes.com/products/wet-platinum-silicone-lubricant, Not to be used with Silicone Toys,contraception & safe sex
402,Yes WB Water-Based Personal Lubricant,Lubricant,,,"White, Black, Blue",,https://www.ahyes.org/products/ah-yes-wb-water-based-natural-lubricant?gad_source=1&gclid=CjwKCAjwnei0BhB-EiwAA2xuBg9jRMKszaoPWozMirdFwcGO5llKCl4J-Nz5pINsuPiQdUJ3QGT8ixoCJfAQAvD_BwE,certified organic,contraception & safe sex
403,AH! YES OB Plant-Oil Based Organic Personal Lubricant,Lubricant,,,"Navy Blue, White, Black",,https://www.amazon.com/AH-YES-OB-Personal-Lubricant/dp/B085S5VW64,plant oil based ,contraception & safe sex
404,Intimate Earth Hydra Water-Based Lubricant,Lubricant,,," Blue, Brown, Black",,https://www.amazon.com/Intimate-Earth-Hydra-Glide-Ounce/dp/B01HOJ8DLC,Water based formulas,contraception & safe sex
405,Sliquid H2O Original Water-Based Lubricant,Lubricant,,Flowers,"Blue, White, ",,https://sliquid.com/shop/sliquid-naturals/h2o-sliquid-naturals/,"vegan-friendly, hypoallergenic ",contraception & safe sex
406,Trojan Lubricants H2O Closer,Lubricant,,,"Gold, Purple, Black",,https://www.trojanbrands.com/en/products/lubricants-wellness/trojan-h2o-closer-lubricant,"Non-sticky, mess free",contraception & safe sex
407,Swiss Navy Water-Based Lubricant,Lubricant,,,"Grey, Navy Blue",,https://www.amazon.com/Swiss-Navy-Water-Based-Lubricant/dp/B0094VCW48,Paraben Free,contraception & safe sex
408,Pjur Original Bodyglide Silicone-Based Lubricant,Lubricant,,,"White, Black, Yellow",,https://www.pjur.us/us/catalog/product/view/id/223/s/pjur-original/category/65/#187=108,made in germany,contraception & safe sex
409,K-Y UltraGel Personal Lubricant,Lubricant,,,"White, Blue, Purple, Orange",,https://www.k-y.com/products/k-y-ultragel-water-based-personal-lube,"Not made with hormones, parabens, silicone, artificial colorants, fragrances.",contraception & safe sex
410,Sliquid Organics Natural Gel,Lubricant ,,,"Brown, White, ",,https://getmaude.com/products/shine-organic-lube?variant=29690843562063&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=google&utm_medium=cpc&utm_term=&utm_campaign=g-us-shopping-lubricants&utm_content=614277220937https://ad.atdmt.com/s/go;adv=11217220097186;ec=11217220097222;c.a=17921857437;s.a=google;p.a=17921857437;as.a=146440116664;qpb=1;?bidkw=defaultkeyword&dvc=c&h=https://getmaude.com/products/shine-organic-lube%3Fvariant%3D29690843562063%26currency%3DUSD%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic&gad_source=1&gclid=CjwKCAjwnei0BhB-EiwAA2xuBjYec0EpZaz9RgsIMN8UfsD0LqFrvWxVKWw5k5d8Z99YP18FX6yi-BoC-owQAvD_BwE,"Shine organic's all-natural, aloe-based formula is ultra-moisturizing, made to last. ",contraception & safe sex
411,John Frieda,Volume Lift Lightweight Conditioner,,,"Green, blue, black",,https://kao-h.assetsadobe3.com/is/image/content/dam/sites/kaousa/www-johnfrieda-com/uk/en/products/500ml/199220305_JF_VL_Cond_500mL_LP1_Cap_81945.png?fmt=png-alpha&wid=480,"Detangles, infuses natural volume",hair care
